,date_time,price,volume,epoch
1412,2020-09-11 13:37:06.482074880,182.8038,200,1599831426482074880
1413,2020-09-11 13:37:07.856742656,182.82,100,1599831427856742656
1414,2020-09-11 13:37:08.402488320,182.8121,137,1599831428402488320
1415,2020-09-11 13:37:08.475004160,182.8064,6,1599831428475004160
1416,2020-09-11 13:37:11.303850752,182.8,5,1599831431303850752
1417,2020-09-11 13:37:11.304116480,182.8,100,1599831431304116480
1418,2020-09-11 13:37:13.372406272,182.82,100,1599831433372406272
1419,2020-09-11 13:37:13.372951552,182.83,100,1599831433372951552
1420,2020-09-11 13:37:18.756974080,182.88,70,1599831438756974080
1421,2020-09-11 13:37:18.759374080,182.86,200,1599831438759374080
1422,2020-09-11 13:37:20.078161920,182.86,1,1599831440078161920
1423,2020-09-11 13:37:20.374507264,182.875,5,1599831440374507264
1424,2020-09-11 13:37:21.796142848,182.89,100,1599831441796142848
1425,2020-09-11 13:37:21.796145664,182.89,100,1599831441796145664
1426,2020-09-11 13:37:21.796185600,182.89,900,1599831441796185600
1427,2020-09-11 13:37:23.472695808,182.8799,85,1599831443472695808
1428,2020-09-11 13:37:24.462637056,182.89,234,1599831444462637056
1429,2020-09-11 13:37:25.646434048,182.875,200,1599831445646434048
1430,2020-09-11 13:37:26.393772544,182.88,1,1599831446393772544
1431,2020-09-11 13:37:26.687863296,182.89,100,1599831446687863296
1432,2020-09-11 13:37:28.292240384,182.9,8,1599831448292240384
1433,2020-09-11 13:37:28.292285440,182.9,192,1599831448292285440
1434,2020-09-11 13:37:28.416305664,182.89,100,1599831448416305664
1435,2020-09-11 13:37:28.416310528,182.89,100,1599831448416310528
1436,2020-09-11 13:37:28.416315648,182.89,200,1599831448416315648
1437,2020-09-11 13:37:28.416541184,182.89,100,1599831448416541184
1438,2020-09-11 13:37:28.416546048,182.89,100,1599831448416546048
1439,2020-09-11 13:37:28.416551168,182.89,100,1599831448416551168
1440,2020-09-11 13:37:28.416551168,182.89,100,1599831448416551168
1441,2020-09-11 13:37:28.416556032,182.89,100,1599831448416556032
1442,2020-09-11 13:37:28.470153728,182.89,200,1599831448470153728
1443,2020-09-11 13:37:28.502836480,182.91,100,1599831448502836480
1444,2020-09-11 13:37:28.502851584,182.91,100,1599831448502851584
1445,2020-09-11 13:37:30.349046016,182.95,300,1599831450349046016
1446,2020-09-11 13:37:30.349057024,182.95,1100,1599831450349057024
1447,2020-09-11 13:37:30.349057024,182.96,300,1599831450349057024
